	reactome-id	name	species	wp-id
1048	R-HSA-162588	Budding and maturation of HIV virion	Homo sapiens	
1049	R-HSA-175474	Assembly Of The HIV Virion	Homo sapiens	
1050	R-HSA-174495	Synthesis And Processing Of GAG, GAGPOL Polyproteins	Homo sapiens	
1051	R-HSA-174490	Membrane binding and targetting of GAG proteins	Homo sapiens	
1052	R-HSA-171286	Synthesis and processing of ENV and VPU	Homo sapiens	
1053	R-HSA-5339562	Uptake and actions of bacterial toxins	Homo sapiens	
1054	R-HSA-5210891	Uptake and function of anthrax toxins	Homo sapiens	WP3390
1055	R-HSA-168799	Neurotoxicity of clostridium toxins	Homo sapiens	WP2665
1056	R-HSA-5250989	Toxicity of botulinum toxin type G (BoNT/G)	Homo sapiens	
1057	R-HSA-5250992	Toxicity of botulinum toxin type E (BoNT/E)	Homo sapiens	
1058	R-HSA-5250968	Toxicity of botulinum toxin type A (BoNT/A)	Homo sapiens	
1059	R-HSA-5250955	Toxicity of botulinum toxin type D (BoNT/D)	Homo sapiens	
1060	R-HSA-5250981	Toxicity of botulinum toxin type F (BoNT/F)	Homo sapiens	
1061	R-HSA-5250958	Toxicity of botulinum toxin type B (BoNT/B)	Homo sapiens	
1062	R-HSA-5250982	Toxicity of tetanus toxin (TeNT)	Homo sapiens	
1063	R-HSA-5250971	Toxicity of botulinum toxin type C (BoNT/C)	Homo sapiens	
1064	R-HSA-5336415	Uptake and function of diphtheria toxin	Homo sapiens	WP3360
1065	R-HSA-1222352	Latent infection of Homo sapiens with Mycobacterium tuberculosis	Homo sapiens	WP2700
1066	R-HSA-1222499	Response of Mtb to phagocytosis	Homo sapiens	
1067	R-HSA-1222541	Cell redox homeostasis	Homo sapiens	
1068	R-HSA-1222449	Mtb iron assimilation by chelation	Homo sapiens	
1069	R-HSA-1222538	Tolerance by Mtb to nitric oxide produced by macrophages	Homo sapiens	
1070	R-HSA-1222387	Tolerance of reactive oxygen produced by macrophages	Homo sapiens	
1071	R-HSA-168254	Influenza Infection	Homo sapiens	
1072	R-HSA-168253	Host Interactions with Influenza Factors	Homo sapiens	WP2771
1073	R-HSA-168276	 NS1 Mediated Effects on Host Pathways	Homo sapiens	
1074	R-HSA-169131	Inhibition of PKR	Homo sapiens	
1075	R-HSA-168305	Inhibition of Interferon Synthesis	Homo sapiens	
1076	R-HSA-168888	Inhibition of IFN-beta	Homo sapiens	
1077	R-HSA-168315	Inhibition of Host mRNA Processing and RNA Silencing	Homo sapiens	
1078	R-HSA-168277	Influenza Virus Induced Apoptosis	Homo sapiens	
1079	R-HSA-168255	Influenza Life Cycle	Homo sapiens	WP2683
1080	R-HSA-168274	Export of Viral Ribonucleoproteins from Nucleus	Homo sapiens	
1081	R-HSA-168330	Viral RNP Complexes in the Host Cell Nucleus	Homo sapiens	
1082	R-HSA-168333	NEP/NS2 Interacts with the Cellular Export Machinery	Homo sapiens	
1083	R-HSA-168271	Transport of Ribonucleoproteins into the Host Nucleus	Homo sapiens	
1084	R-HSA-168273	Influenza Viral RNA Transcription and Replication	Homo sapiens	
1085	R-HSA-168325	Viral Messenger RNA Synthesis	Homo sapiens	
1086	R-HSA-192814	vRNA Synthesis	Homo sapiens	
1087	R-HSA-192823	Viral mRNA Translation	Homo sapiens	
1088	R-HSA-192905	vRNP Assembly	Homo sapiens	
1089	R-HSA-192869	cRNA Synthesis	Homo sapiens	
1090	R-HSA-168275	Entry of Influenza Virion into Host Cell via Endocytosis	Homo sapiens	
1091	R-HSA-168270	Fusion and Uncoating of the Influenza Virion	Homo sapiens	
1092	R-HSA-168336	Uncoating of the Influenza Virion	Homo sapiens	
1093	R-HSA-168288	Fusion of the Influenza Virion to the Host Cell Endosome	Homo sapiens	
1094	R-HSA-168268	Virus Assembly and Release	Homo sapiens	
1095	R-HSA-168303	Packaging of Eight RNA Segments	Homo sapiens	
1096	R-HSA-168298	Release	Homo sapiens	
1097	R-HSA-168302	Budding	Homo sapiens	
1098	R-HSA-168316	Assembly of Viral Components at the Budding Site	Homo sapiens	
1099	R-HSA-168874	Transport of HA trimer, NA tetramer and M2 tetramer from the endoplasmic reticulum to the Golgi Apparatus	Homo sapiens	
1100	R-HSA-8863678	Neurodegenerative Diseases	Homo sapiens	
1101	R-HSA-8862803	Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer’s disease models	Homo sapiens	
1102	R-HSA-168256	Immune System	Homo sapiens	
1103	R-HSA-1222556	ROS, RNS production in response to bacteria	Homo sapiens	WP3834
1104	R-HSA-1280215	Cytokine Signaling in Immune system	Homo sapiens	
1105	R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	Homo sapiens	WP3398
1106	R-HSA-5676594	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	Homo sapiens	
1107	R-HSA-5676590	NIK-->noncanonical NF-kB signaling	Homo sapiens	
1108	R-HSA-5669034	TNFs bind their physiological receptors	Homo sapiens	WP3350
1109	R-HSA-982772	Growth hormone receptor signaling	Homo sapiens	WP2657
1110	R-HSA-449147	Signaling by Interleukins	Homo sapiens	WP3504
1111	R-HSA-6783589	Interleukin-6 family signaling	Homo sapiens	
1112	R-HSA-1059683	Interleukin-6 signaling	Homo sapiens	WP2704
1113	R-HSA-6788467	IL-6-type cytokine receptor ligand interactions	Homo sapiens	WP3796
1114	R-HSA-8854691	Interleukin-19, 20, 22, 24	Homo sapiens	WP3817
1115	R-HSA-448424	Interleukin-17 signaling	Homo sapiens	WP3820
1116	R-HSA-446652	Interleukin-1 signaling	Homo sapiens	WP1839
1117	R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	Homo sapiens	
1118	R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	Homo sapiens	
1119	R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	Homo sapiens	
1120	R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	Homo sapiens	
1121	R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	Homo sapiens	
1122	R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	Homo sapiens	
1123	R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	Homo sapiens	
1124	R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	Homo sapiens	
1125	R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	Homo sapiens	
1126	R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	Homo sapiens	
1127	R-HSA-451927	Interleukin-2 signaling	Homo sapiens	WP2732
1128	R-HSA-912526	Interleukin receptor SHC signaling	Homo sapiens	
1129	R-HSA-912526	Interleukin receptor SHC signaling	Homo sapiens	
1130	R-HSA-447115	Interleukin-12 signaling	Homo sapiens	
1131	R-HSA-512988	Interleukin-3, 5 and GM-CSF signaling	Homo sapiens	WP1840
1132	R-HSA-912631	Regulation of signaling by CBL	Homo sapiens	
1133	R-HSA-448706	Interleukin-1 processing	Homo sapiens	WP1838
1134	R-HSA-1266695	Interleukin-7 signaling	Homo sapiens	WP2673
1135	R-HSA-913531	Interferon Signaling	Homo sapiens	
1136	R-HSA-877300	Interferon gamma signaling	Homo sapiens	WP1836
1137	R-HSA-877312	Regulation of IFNG signaling	Homo sapiens	
1138	R-HSA-1169410	Antiviral mechanism by IFN-stimulated genes	Homo sapiens	
1139	R-HSA-1169408	ISG15 antiviral mechanism	Homo sapiens	WP2672
1140	R-HSA-909733	Interferon alpha/beta signaling	Homo sapiens	
1141	R-HSA-912694	Regulation of IFNA signaling	Homo sapiens	
1142	R-HSA-168249	Innate Immune System	Homo sapiens	
1143	R-HSA-5621481	C-type lectin receptors (CLRs)	Homo sapiens	WP3354
1144	R-HSA-5621575	CD209 (DC-SIGN) signaling	Homo sapiens	
1145	R-HSA-5621480	Dectin-2 family	Homo sapiens	
1146	R-HSA-5607764	CLEC7A (Dectin-1) signaling	Homo sapiens	
1147	R-HSA-5607761	Dectin-1 mediated noncanonical NF-kB signaling	Homo sapiens	
1148	R-HSA-5660668	CLEC7A/inflammasome pathway	Homo sapiens	
1149	R-HSA-5607763	CLEC7A (Dectin-1) induces NFAT activation	Homo sapiens	
1150	R-HSA-879415	Advanced glycosylation endproduct receptor signaling	Homo sapiens	WP1781
1151	R-HSA-6798695	Neutrophil degranulation	Homo sapiens	
1152	R-HSA-168898	Toll-Like Receptors Cascades	Homo sapiens	WP2775
1153	R-HSA-166016	Toll Like Receptor 4 (TLR4) Cascade	Homo sapiens	
1154	R-HSA-166020	Transfer of LPS from LBP carrier to CD14	Homo sapiens	
1155	R-HSA-166054	Activated TLR4 signalling	Homo sapiens	
1156	R-HSA-166058	MyD88:Mal cascade initiated on plasma membrane	Homo sapiens	
1157	R-HSA-166058	MyD88:Mal cascade initiated on plasma membrane	Homo sapiens	
1158	R-HSA-166058	MyD88:Mal cascade initiated on plasma membrane	Homo sapiens	
1159	R-HSA-937039	IRAK1 recruits IKK complex	Homo sapiens	
1160	R-HSA-937039	IRAK1 recruits IKK complex	Homo sapiens	
1161	R-HSA-937039	IRAK1 recruits IKK complex	Homo sapiens	
1162	R-HSA-937039	IRAK1 recruits IKK complex	Homo sapiens	
1163	R-HSA-937039	IRAK1 recruits IKK complex	Homo sapiens	
1164	R-HSA-445989	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	Homo sapiens	WP2656
1165	R-HSA-445989	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	Homo sapiens	WP2656
1166	R-HSA-445989	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	Homo sapiens	WP2656
1167	R-HSA-445989	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	Homo sapiens	WP2656
1168	R-HSA-445989	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	Homo sapiens	WP2656
1169	R-HSA-445989	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	Homo sapiens	WP2656
1170	R-HSA-445989	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	Homo sapiens	WP2656
1171	R-HSA-445989	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	Homo sapiens	WP2656
1172	R-HSA-445989	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	Homo sapiens	WP2656
1173	R-HSA-450294	MAP kinase activation in TLR cascade	Homo sapiens	WP2792
1174	R-HSA-450294	MAP kinase activation in TLR cascade	Homo sapiens	WP2792
1175	R-HSA-450294	MAP kinase activation in TLR cascade	Homo sapiens	WP2792
1176	R-HSA-450294	MAP kinase activation in TLR cascade	Homo sapiens	WP2792
1177	R-HSA-450294	MAP kinase activation in TLR cascade	Homo sapiens	WP2792
1178	R-HSA-450294	MAP kinase activation in TLR cascade	Homo sapiens	WP2792
1179	R-HSA-450294	MAP kinase activation in TLR cascade	Homo sapiens	WP2792
1180	R-HSA-450294	MAP kinase activation in TLR cascade	Homo sapiens	WP2792
1181	R-HSA-450294	MAP kinase activation in TLR cascade	Homo sapiens	WP2792
1182	R-HSA-450321	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	Homo sapiens	
1183	R-HSA-450321	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	Homo sapiens	
1184	R-HSA-450321	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	Homo sapiens	
1185	R-HSA-450321	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	Homo sapiens	
1186	R-HSA-450321	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	Homo sapiens	
1187	R-HSA-450321	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	Homo sapiens	
1188	R-HSA-450321	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	Homo sapiens	
1189	R-HSA-450321	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	Homo sapiens	
1190	R-HSA-450321	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	Homo sapiens	
1191	R-HSA-450302	activated TAK1 mediates p38 MAPK activation	Homo sapiens	
1192	R-HSA-450302	activated TAK1 mediates p38 MAPK activation	Homo sapiens	
1193	R-HSA-450302	activated TAK1 mediates p38 MAPK activation	Homo sapiens	
1194	R-HSA-450302	activated TAK1 mediates p38 MAPK activation	Homo sapiens	
1195	R-HSA-450302	activated TAK1 mediates p38 MAPK activation	Homo sapiens	
1196	R-HSA-450302	activated TAK1 mediates p38 MAPK activation	Homo sapiens	
1197	R-HSA-450302	activated TAK1 mediates p38 MAPK activation	Homo sapiens	
1198	R-HSA-450302	activated TAK1 mediates p38 MAPK activation	Homo sapiens	
1199	R-HSA-450302	activated TAK1 mediates p38 MAPK activation	Homo sapiens	
1200	R-HSA-450282	MAPK targets/ Nuclear events mediated by MAP kinases	Homo sapiens	
1201	R-HSA-450282	MAPK targets/ Nuclear events mediated by MAP kinases	Homo sapiens	
1202	R-HSA-450282	MAPK targets/ Nuclear events mediated by MAP kinases	Homo sapiens	
1203	R-HSA-450282	MAPK targets/ Nuclear events mediated by MAP kinases	Homo sapiens	
1204	R-HSA-450282	MAPK targets/ Nuclear events mediated by MAP kinases	Homo sapiens	
1205	R-HSA-450282	MAPK targets/ Nuclear events mediated by MAP kinases	Homo sapiens	
1206	R-HSA-450282	MAPK targets/ Nuclear events mediated by MAP kinases	Homo sapiens	
1207	R-HSA-450282	MAPK targets/ Nuclear events mediated by MAP kinases	Homo sapiens	
1208	R-HSA-450282	MAPK targets/ Nuclear events mediated by MAP kinases	Homo sapiens	
1209	R-HSA-450341	Activation of the AP-1 family of transcription factors	Homo sapiens	
1210	R-HSA-450341	Activation of the AP-1 family of transcription factors	Homo sapiens	
1211	R-HSA-450341	Activation of the AP-1 family of transcription factors	Homo sapiens	
1212	R-HSA-450341	Activation of the AP-1 family of transcription factors	Homo sapiens	
1213	R-HSA-450341	Activation of the AP-1 family of transcription factors	Homo sapiens	
1214	R-HSA-450341	Activation of the AP-1 family of transcription factors	Homo sapiens	
1215	R-HSA-450341	Activation of the AP-1 family of transcription factors	Homo sapiens	
1216	R-HSA-450341	Activation of the AP-1 family of transcription factors	Homo sapiens	
1217	R-HSA-450341	Activation of the AP-1 family of transcription factors	Homo sapiens	
1218	R-HSA-937042	IRAK2 mediated activation of TAK1 complex	Homo sapiens	
1219	R-HSA-937042	IRAK2 mediated activation of TAK1 complex	Homo sapiens	
1220	R-HSA-937042	IRAK2 mediated activation of TAK1 complex	Homo sapiens	
1221	R-HSA-937042	IRAK2 mediated activation of TAK1 complex	Homo sapiens	
1222	R-HSA-937042	IRAK2 mediated activation of TAK1 complex	Homo sapiens	
1223	R-HSA-166166	MyD88-independent TLR3/TLR4 cascade 	Homo sapiens	
1224	R-HSA-166166	MyD88-independent TLR3/TLR4 cascade 	Homo sapiens	
1225	R-HSA-937061	TRIF-mediated TLR3/TLR4 signaling 	Homo sapiens	
1226	R-HSA-937061	TRIF-mediated TLR3/TLR4 signaling 	Homo sapiens	
1227	R-HSA-937041	IKK complex recruitment mediated by RIP1	Homo sapiens	
1228	R-HSA-937041	IKK complex recruitment mediated by RIP1	Homo sapiens	
1229	R-HSA-936964	Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	Homo sapiens	
1230	R-HSA-936964	Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	Homo sapiens	
1231	R-HSA-2562578	TRIF-mediated programmed cell death	Homo sapiens	
1232	R-HSA-2562578	TRIF-mediated programmed cell death	Homo sapiens	
1233	R-HSA-937072	TRAF6 mediated induction of TAK1 complex	Homo sapiens	
1234	R-HSA-937072	TRAF6 mediated induction of TAK1 complex	Homo sapiens	
1235	R-HSA-168138	Toll Like Receptor 9 (TLR9) Cascade	Homo sapiens	
1236	R-HSA-975155	MyD88 dependent cascade initiated on endosome	Homo sapiens	WP2768
1237	R-HSA-975155	MyD88 dependent cascade initiated on endosome	Homo sapiens	WP2768
1238	R-HSA-975110	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	Homo sapiens	
1239	R-HSA-975110	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	Homo sapiens	
1240	R-HSA-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	Homo sapiens	
1241	R-HSA-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	Homo sapiens	
1242	R-HSA-975163	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	Homo sapiens	
1243	R-HSA-975163	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	Homo sapiens	
1244	R-HSA-975144	IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	Homo sapiens	
1245	R-HSA-975144	IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	Homo sapiens	
1246	R-HSA-168164	Toll Like Receptor 3 (TLR3) Cascade	Homo sapiens	WP3352
1247	R-HSA-5686938	Regulation of TLR by endogenous ligand	Homo sapiens	
1248	R-HSA-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade	Homo sapiens	
1249	R-HSA-1679131	Trafficking and processing of endosomal TLR	Homo sapiens	WP2709
1250	R-HSA-168176	Toll Like Receptor 5 (TLR5) Cascade	Homo sapiens	
1251	R-HSA-975871	MyD88 cascade initiated on plasma membrane	Homo sapiens	WP2801
1252	R-HSA-975871	MyD88 cascade initiated on plasma membrane	Homo sapiens	WP2801
1253	R-HSA-168142	Toll Like Receptor 10 (TLR10) Cascade	Homo sapiens	
1254	R-HSA-181438	Toll Like Receptor 2 (TLR2) Cascade	Homo sapiens	
1255	R-HSA-168179	Toll Like Receptor TLR1:TLR2 Cascade	Homo sapiens	
1256	R-HSA-168188	Toll Like Receptor TLR6:TLR2 Cascade	Homo sapiens	
1257	R-HSA-166658	Complement cascade	Homo sapiens	WP1798
1258	R-HSA-166663	Initial triggering of complement	Homo sapiens	
1259	R-HSA-173736	Alternative complement activation	Homo sapiens	
1260	R-HSA-166786	Creation of C4 and C2 activators	Homo sapiens	
1261	R-HSA-166662	Lectin pathway of complement activation	Homo sapiens	
1262	R-HSA-2855086	Ficolins bind to repetitive carbohydrate structures on the target cell surface	Homo sapiens	
1263	R-HSA-173623	Classical antibody-mediated complement activation	Homo sapiens	
1264	R-HSA-977606	Regulation of Complement cascade	Homo sapiens	
1265	R-HSA-174577	Activation of C3 and C5	Homo sapiens	
1266	R-HSA-166665	Terminal pathway of complement	Homo sapiens	
1267	R-HSA-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	Homo sapiens	WP2763
1268	R-HSA-168638	NOD1/2 Signaling Pathway	Homo sapiens	
1269	R-HSA-622312	Inflammasomes	Homo sapiens	
1270	R-HSA-844615	The AIM2 inflammasome	Homo sapiens	
1271	R-HSA-844623	The IPAF inflammasome	Homo sapiens	
1272	R-HSA-844456	The NLRP3 inflammasome	Homo sapiens	
1273	R-HSA-844455	The NLRP1 inflammasome	Homo sapiens	
1274	R-HSA-6803157	Antimicrobial peptides	Homo sapiens	
1275	R-HSA-6799990	Metal sequestration by antimicrobial proteins	Homo sapiens	
1276	R-HSA-1461973	Defensins	Homo sapiens	WP2671
1277	R-HSA-1462054	Alpha-defensins	Homo sapiens	
1278	R-HSA-1461957	Beta defensins	Homo sapiens	
1279	R-HSA-6803544	Ion influx/efflux at host-pathogen interface	Homo sapiens	
1280	R-HSA-168928	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways	Homo sapiens	
1281	R-HSA-933541	TRAF6 mediated IRF7 activation	Homo sapiens	
1282	R-HSA-933543	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	Homo sapiens	
1283	R-HSA-918233	TRAF3-dependent IRF activation pathway	Homo sapiens	
1284	R-HSA-933542	TRAF6 mediated NF-kB activation	Homo sapiens	
1285	R-HSA-936440	Negative regulators of RIG-I/MDA5 signaling	Homo sapiens	
1286	R-HSA-2454202	Fc epsilon receptor (FCERI) signaling	Homo sapiens	WP2759
1287	R-HSA-2871837	FCERI mediated NF-kB activation	Homo sapiens	
1288	R-HSA-2871796	FCERI mediated MAPK activation	Homo sapiens	
1289	R-HSA-2730905	Role of LAT2/NTAL/LAB on calcium mobilization	Homo sapiens	
1290	R-HSA-2871809	FCERI mediated Ca+2 mobilization	Homo sapiens	
1291	R-HSA-2029480	Fcgamma receptor (FCGR) dependent phagocytosis	Homo sapiens	WP2719
1292	R-HSA-2029485	Role of phospholipids in phagocytosis	Homo sapiens	
1293	R-HSA-2029481	FCGR activation	Homo sapiens	
1294	R-HSA-2029482	Regulation of actin dynamics for phagocytic cup formation	Homo sapiens	
1295	R-HSA-1834949	Cytosolic sensors of pathogen-associated DNA 	Homo sapiens	
1296	R-HSA-3134975	Regulation of innate immune responses to cytosolic DNA	Homo sapiens	
1297	R-HSA-3248023	Regulation by TREX1	Homo sapiens	
1298	R-HSA-1606322	ZBP1(DAI) mediated induction of type I IFNs	Homo sapiens	
1299	R-HSA-1606341	IRF3 mediated activation of type 1 IFN	Homo sapiens	
1300	R-HSA-1810476	RIP-mediated NFkB activation via ZBP1	Homo sapiens	
1301	R-HSA-3134963	DEx/H-box helicases activate type I IFN and inflammatory cytokines production 	Homo sapiens	
1302	R-HSA-1834941	STING mediated induction of host immune responses	Homo sapiens	
1303	R-HSA-3249367	STAT6-mediated induction of chemokines	Homo sapiens	
1304	R-HSA-3270619	IRF3-mediated induction of type I IFN	Homo sapiens	
1305	R-HSA-3134973	LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production	Homo sapiens	
1306	R-HSA-2172127	DAP12 interactions	Homo sapiens	WP2694
1307	R-HSA-2424491	DAP12 signaling	Homo sapiens	
1308	R-HSA-1280218	Adaptive Immune System	Homo sapiens	
1309	R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	Homo sapiens	WP1829
1310	R-HSA-392517	Rap1 signalling	Homo sapiens	WP1895
1311	R-HSA-202403	TCR signaling	Homo sapiens	WP1927
1312	R-HSA-202424	Downstream TCR signaling	Homo sapiens	
1313	R-HSA-202433	Generation of second messenger molecules	Homo sapiens	
1314	R-HSA-202427	Phosphorylation of CD3 and TCR zeta chains	Homo sapiens	
1315	R-HSA-202430	Translocation of ZAP-70 to Immunological synapse	Homo sapiens	
1316	R-HSA-983169	Class I MHC mediated antigen processing & presentation	Homo sapiens	WP3577
1317	R-HSA-1236975	Antigen processing-Cross presentation	Homo sapiens	
1318	R-HSA-1236977	Endosomal/Vacuolar pathway	Homo sapiens	
1319	R-HSA-1236978	Cross-presentation of soluble exogenous antigens (endosomes)	Homo sapiens	
1320	R-HSA-1236974	ER-Phagosome pathway	Homo sapiens	
1321	R-HSA-1236973	Cross-presentation of particulate exogenous antigens (phagosomes)	Homo sapiens	
1322	R-HSA-983170	Antigen Presentation: Folding, assembly and peptide loading of class I MHC	Homo sapiens	
1323	R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	Homo sapiens	
1324	R-HSA-2132295	MHC class II antigen presentation	Homo sapiens	WP2679
1325	R-HSA-388841	Costimulation by the CD28 family	Homo sapiens	WP1799
1326	R-HSA-389356	CD28 co-stimulation	Homo sapiens	
1327	R-HSA-389357	CD28 dependent PI3K/Akt signaling	Homo sapiens	
1328	R-HSA-389359	CD28 dependent Vav1 pathway	Homo sapiens	
1329	R-HSA-389948	PD-1 signaling	Homo sapiens	
1330	R-HSA-389513	CTLA4 inhibitory signaling	Homo sapiens	
1331	R-HSA-983705	Signaling by the B Cell Receptor (BCR)	Homo sapiens	WP2746
1332	R-HSA-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	Homo sapiens	
1333	R-HSA-1168372	Downstream signaling events of B Cell Receptor (BCR)	Homo sapiens	
1334	R-HSA-1169091	Activation of NF-kappaB in B cells	Homo sapiens	
1335	R-HSA-1169092	Activation of RAS in B cells	Homo sapiens	
1336	R-HSA-5690714	CD22 mediated BCR regulation	Homo sapiens	
1337	R-HSA-400253	Circadian Clock	Homo sapiens	WP1797
1338	R-HSA-1368071	NR1D1 (REV-ERBA) represses gene expression	Homo sapiens	WP3394
1339	R-HSA-1368108	BMAL1:CLOCK,NPAS2 activates circadian gene expression	Homo sapiens	
1340	R-HSA-1368082	RORA activates gene expression	Homo sapiens	WP3370
1341	R-HSA-2262752	Cellular responses to stress	Homo sapiens	
1342	R-HSA-2559583	Cellular Senescence	Homo sapiens	
1343	R-HSA-2559585	Oncogene Induced Senescence	Homo sapiens	WP3308
1344	R-HSA-2559580	Oxidative Stress Induced Senescence	Homo sapiens	WP3404
1345	R-HSA-2559586	DNA Damage/Telomere Stress Induced Senescence	Homo sapiens	
1346	R-HSA-2559584	Formation of Senescence-Associated Heterochromatin Foci (SAHF)	Homo sapiens	
1347	R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	Homo sapiens	WP3391
1348	R-HSA-1632852	Macroautophagy	Homo sapiens	WP3348
1349	R-HSA-2262749	Cellular response to hypoxia	Homo sapiens	
1350	R-HSA-1234174	Regulation of Hypoxia-inducible Factor (HIF) by oxygen	Homo sapiens	WP2727
1351	R-HSA-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	Homo sapiens	
1352	R-HSA-1234162	Oxygen-dependent asparagine hydroxylation of Hypoxia-inducible Factor Alpha	Homo sapiens	
1353	R-HSA-1234158	Regulation of gene expression by Hypoxia-inducible Factor	Homo sapiens	
1354	R-HSA-3371556	Cellular response to heat stress	Homo sapiens	WP3395
1355	R-HSA-3371453	Regulation of HSF1-mediated heat shock response	Homo sapiens	
1356	R-HSA-3371571	HSF1-dependent transactivation	Homo sapiens	
1357	R-HSA-3371568	Attenuation phase	Homo sapiens	
1358	R-HSA-3371511	HSF1 activation	Homo sapiens	
1359	R-HSA-3299685	Detoxification of Reactive Oxygen Species	Homo sapiens	WP2824
1360	R-HSA-74160	Gene Expression	Homo sapiens	
1361	R-HSA-212165	Epigenetic regulation of gene expression	Homo sapiens	
1362	R-HSA-5221030	TET1,2,3 and TDG demethylate DNA	Homo sapiens	WP3372
1363	R-HSA-212300	PRC2 methylates histones and DNA	Homo sapiens	WP3312
1364	R-HSA-5250941	Negative epigenetic regulation of rRNA expression	Homo sapiens	
1365	R-HSA-427359	SIRT1 negatively regulates rRNA Expression	Homo sapiens	WP3364
1366	R-HSA-427413	NoRC negatively regulates rRNA expression	Homo sapiens	WP3305
1367	R-HSA-5334118	DNA methylation	Homo sapiens	WP3359
1368	R-HSA-5250913	Positive epigenetic regulation of rRNA expression	Homo sapiens	
1369	R-HSA-427389	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	Homo sapiens	WP3801
1370	R-HSA-5250924	B-WICH complex positively regulates rRNA expression	Homo sapiens	WP3819
1371	R-HSA-72312	rRNA processing	Homo sapiens	WP3829
1372	R-HSA-8868773	rRNA processing in the nucleus and cytosol	Homo sapiens	
1373	R-HSA-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	Homo sapiens	
1374	R-HSA-6790901	rRNA modification in the nucleus and cytosol	Homo sapiens	
1375	R-HSA-8868766	rRNA processing in the mitochondrion	Homo sapiens	
1376	R-HSA-6793080	rRNA modification in the mitochondrion	Homo sapiens	
1377	R-HSA-6807505	RNA polymerase II transcribes snRNA genes	Homo sapiens	WP3827
1378	R-HSA-428359	Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA	Homo sapiens	
1379	R-HSA-504046	RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription	Homo sapiens	WP1905
1380	R-HSA-74158	RNA Polymerase III Transcription	Homo sapiens	
1381	R-HSA-76046	RNA Polymerase III Transcription Initiation	Homo sapiens	
